gene_id,gc_content,gene_name
ENSG00000256281.1,43.83,
ENSG00000255344.2,47.17,LINC02706
ENSG00000286374.1,51.97,
ENSG00000134910.14,41.03,STT3A
ENSG00000115641.19,44.54,FHL2
ENSG00000125798.15,61.96,FOXA2
ENSG00000237396.1,43.14,LNCNEF
ENSG00000230400.3,43.47,LINC01747
ENSG00000169397.4,49.38,RNASE3
ENSG00000122068.13,42.18,FYTTD1
ENSG00000211780.3,46.96,TRAV6
ENSG00000211781.3,43.05,TRAV7
ENSG00000211782.2,45.83,TRAV8-1
ENSG00000283072.3,42.64,
ENSG00000211783.3,42.44,TRAV9-1
ENSG00000211784.2,43.54,TRAV10
ENSG00000215553.3,53.80,KRT18P3
ENSG00000236474.1,43.55,GCNT1P1
ENSG00000256474.1,43.05,TRAV11
ENSG00000252422.1,46.60,RNA5SP476
ENSG00000211785.1,44.67,TRAV12-1
ENSG00000211786.3,51.68,TRAV8-2
ENSG00000211787.1,47.44,TRAV8-3
ENSG00000132664.13,40.97,POLR3F
ENSG00000211788.2,41.94,TRAV13-1
ENSG00000239151.1,38.71,RNU7-195P
ENSG00000211789.2,42.57,TRAV12-2
ENSG00000259699.2,46.47,HMGB1P8
ENSG00000211790.2,51.34,TRAV8-4
ENSG00000259948.2,42.92,
ENSG00000256379.2,44.61,TRAV8-5
ENSG00000211791.2,41.12,TRAV13-2
ENSG00000140522.12,48.97,RLBP1
ENSG00000211792.2,43.29,TRAV14DV4
ENSG00000211793.2,43.02,TRAV9-2
ENSG00000258482.1,42.97,TRAV15
ENSG00000258557.1,36.61,
ENSG00000211794.3,44.03,TRAV12-3
ENSG00000211795.3,48.94,TRAV8-6
ENSG00000211796.1,43.34,TRAV16
ENSG00000211797.2,45.87,TRAV17
ENSG00000211798.3,45.07,TRAV18
ENSG00000211799.3,45.07,TRAV19
ENSG00000258705.2,50.21,
ENSG00000211800.3,45.00,TRAV20
ENSG00000211801.3,45.86,TRAV21
ENSG00000276428.1,45.81,
ENSG00000269194.1,68.24,
ENSG00000211802.3,48.77,TRAV22
ENSG00000284114.1,70.73,MIR6800
ENSG00000268006.1,49.65,PTOV1-AS1
ENSG00000211803.2,43.42,TRAV23DV6
ENSG00000211804.4,41.84,TRDV1
ENSG00000211805.1,44.64,TRAV24
ENSG00000211806.2,43.50,TRAV25
ENSG00000211807.3,43.60,TRAV26-1
ENSG00000104960.15,61.87,PTOV1
ENSG00000275101.1,54.17,MIR6766
ENSG00000261441.1,53.02,POLG-DT
ENSG00000211808.3,46.27,TRAV8-7
ENSG00000211809.2,47.42,TRAV27
ENSG00000279708.1,65.78,
ENSG00000258835.1,43.39,TRAV28
ENSG00000287717.1,58.10,
ENSG00000284329.1,44.44,MIR9-3
ENSG00000211810.3,42.02,TRAV29DV5
ENSG00000259092.1,45.71,TRAV30
ENSG00000249048.2,44.26,TRAV31
ENSG00000258905.1,42.14,TRAV32
ENSG00000258812.1,43.88,TRAV33
ENSG00000211812.1,44.40,TRAV26-2
ENSG00000211813.2,45.23,TRAV34
ENSG00000265137.3,48.05,MIR3192
ENSG00000225419.1,46.32,RPL21P3
ENSG00000089050.16,41.62,RBBP9
ENSG00000250398.1,60.54,
ENSG00000211814.1,43.45,TRAV35
ENSG00000211815.3,44.20,TRAV36DV7
ENSG00000181359.5,34.97,HSP90AA6P
ENSG00000249924.2,32.00,
ENSG00000259068.1,47.48,TRAV37
ENSG00000280005.1,39.43,
ENSG00000211816.2,47.65,TRAV38-1
ENSG00000249500.1,37.25,LINC01179
ENSG00000211817.2,47.98,TRAV38-2DV8
ENSG00000249411.1,39.06,
ENSG00000211818.1,48.00,TRAV39
ENSG00000163904.13,42.86,SENP2
ENSG00000261609.8,41.55,GAN
ENSG00000250034.1,33.87,
ENSG00000211819.3,41.16,TRAV40
ENSG00000140199.13,39.55,SLC12A6
ENSG00000287424.1,37.12,
ENSG00000211820.1,44.44,TRAV41
ENSG00000174473.16,36.53,GALNTL6
ENSG00000211896.7,63.00,IGHG1
ENSG00000214612.3,58.53,RPS19P1
ENSG00000101310.17,42.97,SEC23B
ENSG00000211897.9,62.97,IGHG3
ENSG00000228415.3,50.46,PTMAP1
ENSG00000204564.12,52.14,C6orf136
ENSG00000232672.1,56.40,ACTG1P21
ENSG00000146007.11,43.69,ZMAT2
ENSG00000230817.6,37.03,LINC01362
ENSG00000270371.1,51.38,ATP6V1G1P1
ENSG00000007384.15,61.15,RHBDF1
ENSG00000211898.8,59.35,IGHD
ENSG00000237426.1,47.22,ZIK1P1
ENSG00000252693.1,32.71,
ENSG00000234564.1,44.42,HSPA8P20
ENSG00000282419.3,39.20,TEX13D
ENSG00000211899.10,61.79,IGHM
ENSG00000232054.1,41.10,NPM1P34
ENSG00000226532.1,42.86,
ENSG00000065243.20,36.25,PKN2
ENSG00000250515.1,41.99,
ENSG00000278974.1,43.35,
ENSG00000147257.16,39.68,GPC3
ENSG00000248106.2,31.32,
ENSG00000248755.1,51.63,
ENSG00000248907.1,37.25,MTND2P33
ENSG00000279726.2,40.01,
ENSG00000249692.1,50.43,
ENSG00000249367.1,39.85,FABP5P12
ENSG00000265612.1,63.33,MIR4539
ENSG00000264024.2,67.31,MIR4507
ENSG00000263413.2,61.54,MIR4538
ENSG00000164303.11,44.68,ENPP6
ENSG00000264781.1,64.29,MIR4537
ENSG00000204970.10,40.15,PCDHA1
ENSG00000211900.2,54.10,IGHJ6
ENSG00000237111.1,60.00,IGHJ3P
ENSG00000242472.1,65.31,IGHJ5
ENSG00000240041.1,58.70,IGHJ4
ENSG00000242887.1,51.02,IGHJ3
ENSG00000237547.1,68.33,IGHJ2P
ENSG00000211904.2,59.62,IGHJ2
ENSG00000211905.1,63.46,IGHJ1
ENSG00000236597.1,54.55,IGHD7-27
ENSG00000227335.1,70.91,IGHJ1P
ENSG00000211907.1,50.00,IGHD1-26
ENSG00000225825.1,61.11,IGHD6-25
ENSG00000211909.1,40.00,IGHD5-24
ENSG00000227196.1,52.63,IGHD4-23
ENSG00000211911.1,29.03,IGHD3-22
ENSG00000211912.1,46.43,IGHD2-21
ENSG00000244620.1,63.07,
ENSG00000249951.1,40.20,
ENSG00000248388.5,36.76,
ENSG00000237020.1,47.06,IGHD1-20
ENSG00000211914.1,57.14,IGHD6-19
ENSG00000245112.2,61.08,SMARCA5-AS1
ENSG00000211915.1,45.00,IGHD5-18
ENSG00000227800.1,50.00,IGHD4-17
ENSG00000211917.1,37.84,IGHD3-16
ENSG00000211918.1,48.39,IGHD2-15
ENSG00000227108.1,52.94,IGHD1-14
ENSG00000182552.15,40.25,RWDD4
ENSG00000211920.1,57.14,IGHD6-13
ENSG00000109929.10,38.30,SC5D
ENSG00000211921.1,43.48,IGHD5-12
ENSG00000232543.2,37.50,IGHD4-11
ENSG00000211923.1,35.48,IGHD3-10
ENSG00000211924.1,25.81,IGHD3-9
ENSG00000211925.1,35.48,IGHD2-8
ENSG00000237197.1,41.18,IGHD1-7
ENSG00000228131.1,55.56,IGHD6-6
ENSG00000211928.1,45.00,IGHD5-5
ENSG00000204560.10,49.97,DHX16
ENSG00000233655.1,37.50,IGHD4-4
ENSG00000211930.1,32.26,IGHD3-3
ENSG00000211931.1,45.16,IGHD2-2
ENSG00000236170.1,52.94,IGHD1-1
ENSG00000211933.2,54.02,IGHV6-1
ENSG00000278995.1,53.05,
ENSG00000254279.1,64.44,IGHVII-1-1
ENSG00000225200.2,53.27,
ENSG00000211934.3,56.37,IGHV1-2
ENSG00000103148.17,51.23,NPRL3
ENSG00000253780.1,44.33,IGHVIII-2-1
ENSG00000211935.3,56.04,IGHV1-3
ENSG00000276775.1,57.11,IGHV4-4
ENSG00000204969.7,40.11,PCDHA2
ENSG00000282122.1,55.76,IGHV7-4-1
ENSG00000211937.3,53.88,IGHV2-5
ENSG00000253387.1,41.41,IGHVIII-5-1
ENSG00000255408.4,40.07,PCDHA3
ENSG00000254053.1,48.28,IGHVIII-5-2
ENSG00000253763.1,49.56,IGHV3-6
ENSG00000211938.2,52.72,IGHV3-7
ENSG00000199480.1,52.17,RNA5SP389
ENSG00000204967.12,40.01,PCDHA4
ENSG00000254329.1,52.73,IGHVII-60-1
ENSG00000211970.3,55.84,IGHV4-61
ENSG00000253132.1,50.23,IGHV3-62
ENSG00000249513.2,34.69,
ENSG00000253747.1,53.19,IGHVII-62-1
ENSG00000253936.1,44.49,IGHV3-63
ENSG00000136918.8,57.87,WDR38
ENSG00000251195.1,28.26,
ENSG00000287670.1,47.88,
ENSG00000223648.4,50.56,IGHV3-64
ENSG00000249004.1,50.50,PRMT5P1
ENSG00000253209.1,49.89,IGHV3-65
ENSG00000280241.4,39.09,
ENSG00000253169.2,50.33,IGHVII-65-1
ENSG00000211972.2,52.08,IGHV3-66
ENSG00000287144.1,35.58,
ENSG00000251433.1,40.12,CCNHP1
ENSG00000253274.1,54.32,IGHV1-67
ENSG00000223506.2,42.47,SLC20A1P1
ENSG00000161267.12,48.52,BDH1
ENSG00000088179.9,36.97,PTPN4
ENSG00000253820.1,47.83,IGHVII-67-1
ENSG00000242318.1,40.72,
ENSG00000254036.1,37.50,IGHVIII-67-2
ENSG00000253635.1,45.26,IGHVIII-67-3
ENSG00000204965.9,40.23,PCDHA5
ENSG00000254052.1,47.64,IGHVIII-67-4
ENSG00000164168.8,38.71,TMEM184C
ENSG00000253703.2,53.74,IGHV1-68
ENSG00000211973.2,55.42,IGHV1-69
ENSG00000238262.1,56.03,NTM-IT
ENSG00000279497.1,48.14,
ENSG00000211974.3,53.08,IGHV2-70D
ENSG00000279711.1,51.38,
ENSG00000166118.8,50.39,SPATA19
ENSG00000188523.9,49.16,CFAP77
ENSG00000282600.2,49.67,IGHV3-69-1
ENSG00000081842.18,40.20,PCDHA6
ENSG00000281990.1,53.88,IGHV1-69-2
ENSG00000283571.1,53.59,
ENSG00000280411.1,55.33,IGHV1-69D
ENSG00000226759.8,40.55,DAB1-AS1
ENSG00000274576.2,51.58,IGHV2-70
ENSG00000254056.1,50.00,IGHV3-71
ENSG00000225698.4,51.48,IGHV3-72
ENSG00000211976.2,54.07,IGHV3-73
ENSG00000224650.2,52.75,IGHV3-74
ENSG00000254134.1,51.45,IGHVII-74-1
ENSG00000254176.1,49.46,IGHV3-75
ENSG00000253247.1,49.83,IGHV3-76
ENSG00000253310.1,46.85,IGHVIII-76-1
ENSG00000254989.1,48.41,
ENSG00000265929.1,51.30,MIR5195
ENSG00000211978.2,57.29,IGHV5-78
ENSG00000175728.4,41.34,LINC02873
ENSG00000253674.1,52.79,IGHVII-78-1
ENSG00000275747.1,47.34,IGHV3-79
ENSG00000250626.3,36.86,
ENSG00000188394.8,45.47,GPR21
ENSG00000283906.1,56.44,IGHV4-80
ENSG00000286341.1,45.14,
ENSG00000254896.1,50.97,OPCML-IT1
ENSG00000260230.5,42.23,FRRS1L
ENSG00000211979.2,56.24,IGHV7-81
ENSG00000250726.1,42.54,
ENSG00000250839.1,39.87,
ENSG00000213153.3,59.79,
ENSG00000249386.1,38.76,MTCO2P9
ENSG00000254573.1,40.97,
ENSG00000287730.1,36.34,
ENSG00000226960.1,34.63,MTCO1P21
ENSG00000234080.3,60.09,
ENSG00000281627.1,73.33,DUX4L3
ENSG00000237899.1,45.16,
ENSG00000272642.2,40.56,
ENSG00000253303.1,46.80,IGHVIII-82
ENSG00000223905.1,53.92,
ENSG00000227290.2,40.66,LINC01364
ENSG00000176438.13,50.38,SYNE3
ENSG00000229486.2,38.93,
ENSG00000149571.12,46.81,KIRREL3
ENSG00000282898.1,35.61,
ENSG00000285409.1,34.68,
ENSG00000231090.2,42.96,MIR4422HG
ENSG00000164136.17,37.14,IL15
ENSG00000268047.1,56.13,
ENSG00000265954.1,70.49,MIR4749
ENSG00000269352.1,64.31,PTOV1-AS2
ENSG00000148358.20,46.73,GPR107
ENSG00000117528.14,37.07,ABCD3
ENSG00000204574.14,47.94,ABCF1
ENSG00000126895.16,62.86,AVPR2
ENSG00000204963.6,40.11,PCDHA7
ENSG00000039650.12,59.53,PNKP
ENSG00000204962.6,40.02,PCDHA8
ENSG00000204961.7,39.95,PCDHA9
ENSG00000130032.17,51.73,PRRG3
ENSG00000278907.1,48.82,
ENSG00000250120.8,39.83,PCDHA10
ENSG00000275143.1,48.66,SCARNA16
ENSG00000284250.1,40.74,MIR6516
ENSG00000222808.1,48.25,RNU4-47P
ENSG00000262870.1,50.34,CYCSP40
ENSG00000265121.1,46.40,
ENSG00000287257.1,59.05,
ENSG00000264060.1,64.79,MIR4316
ENSG00000200651.1,42.86,Y_RNA
ENSG00000234890.1,39.26,HNRNPDLP2
ENSG00000279801.1,53.69,
ENSG00000267263.1,54.20,
ENSG00000229935.1,37.95,MTCYBP9
ENSG00000267016.1,54.81,
ENSG00000270100.1,40.06,
ENSG00000286534.1,56.18,
ENSG00000285881.1,51.33,
ENSG00000267466.1,51.46,
ENSG00000279572.1,51.68,
ENSG00000168490.14,56.62,PHYHIP
ENSG00000271222.1,45.65,
ENSG00000267384.3,60.45,SMCO4P1
ENSG00000266979.1,40.84,LINC01180
ENSG00000183862.6,50.99,CNGA2
ENSG00000180336.18,40.15,MEIOC
ENSG00000281849.3,50.68,
ENSG00000275287.5,53.10,Metazoa_SRP
ENSG00000144028.15,47.24,SNRNP200
ENSG00000280767.3,56.62,
ENSG00000234958.6,46.04,FABP5P13
ENSG00000229232.6,54.70,KRT18P53
ENSG00000185960.15,51.23,SHOX
ENSG00000269482.1,49.36,
ENSG00000228779.1,48.48,
ENSG00000130656.6,51.79,HBZ
ENSG00000206177.7,58.25,HBM
ENSG00000232460.4,45.55,BMPR1AP2
ENSG00000279189.1,39.64,
ENSG00000180329.14,39.85,CCDC43
ENSG00000127252.7,37.84,PLAAT1
ENSG00000119608.15,45.31,PROX2
ENSG00000206178.2,71.45,HBZP1
ENSG00000249504.3,53.61,PCDHA14
ENSG00000102003.12,52.56,SYP
ENSG00000278946.1,28.41,
ENSG00000225323.1,57.01,HBAP1
ENSG00000249158.7,39.64,PCDHA11
ENSG00000188536.13,66.95,HBA2
ENSG00000168495.13,49.41,POLR3D
ENSG00000253548.1,52.04,PYDC2
ENSG00000197555.10,39.56,SIPA1L1
ENSG00000237167.1,46.87,
ENSG00000149547.15,43.38,EI24
ENSG00000238043.1,45.63,
ENSG00000236412.1,43.06,
ENSG00000228730.2,36.35,LINC02013
ENSG00000267160.1,29.78,
ENSG00000283175.1,41.70,
ENSG00000279879.1,47.98,
ENSG00000206172.8,67.26,HBA1
ENSG00000229912.1,47.08,
ENSG00000248376.2,58.73,
ENSG00000249955.2,39.19,
ENSG00000161692.18,47.89,DBF4B
ENSG00000287286.1,49.51,
ENSG00000229964.1,47.58,
ENSG00000271723.5,46.99,MROH7-TTC4
ENSG00000248305.1,42.87,
ENSG00000248330.5,33.03,LINC00613
ENSG00000230102.8,45.47,LINC02028
ENSG00000249462.1,43.78,MLLT10P2
ENSG00000287216.1,41.89,
ENSG00000281720.1,73.18,DUX4L8
ENSG00000237490.3,40.66,RPS27AP17
ENSG00000207243.1,40.78,Y_RNA
ENSG00000228550.1,53.25,
ENSG00000086506.3,71.71,HBQ1
ENSG00000286494.1,34.95,
ENSG00000101846.9,39.69,STS
ENSG00000248770.1,37.68,
ENSG00000249627.1,44.37,
ENSG00000273180.1,40.61,
ENSG00000287083.1,35.41,
ENSG00000202336.1,41.67,RNU6-359P
ENSG00000213331.4,50.99,
ENSG00000182810.7,55.37,DDX28
ENSG00000280757.1,73.33,DUX4L1
ENSG00000261864.1,43.16,
ENSG00000251664.5,39.53,PCDHA12
ENSG00000251418.2,51.16,ASS1P8
ENSG00000272784.1,36.59,
ENSG00000250725.2,45.92,
ENSG00000272744.1,36.12,
ENSG00000249901.1,36.18,
ENSG00000248206.2,41.70,
ENSG00000227765.4,45.51,MYL12BP2
ENSG00000164129.12,38.41,NPY5R
ENSG00000072736.19,41.53,NFATC3
ENSG00000264268.1,82.05,MIR4767
ENSG00000279682.1,38.22,
ENSG00000274923.1,44.50,
ENSG00000251297.1,60.83,TUBB7P
ENSG00000006757.12,40.45,PNPLA4
ENSG00000249074.1,52.54,NDUFB2P1
ENSG00000241877.1,50.93,
ENSG00000164123.7,40.10,C4orf45
ENSG00000172339.10,40.49,ALG14
ENSG00000251128.1,38.28,WWC2-AS1
ENSG00000231171.4,35.49,LINC01098
ENSG00000264251.2,51.48,RN7SL819P
ENSG00000240305.1,44.87,RPL6P26
ENSG00000096872.17,37.42,IFT74
ENSG00000204116.12,37.63,CHIC1
ENSG00000036549.13,37.17,ZZZ3
ENSG00000280284.1,32.90,
ENSG00000248431.2,36.48,
ENSG00000073670.14,59.33,ADAM11
ENSG00000278915.1,55.63,
ENSG00000278901.1,37.48,
ENSG00000239389.8,39.36,PCDHA13
ENSG00000287226.1,35.78,
ENSG00000248197.1,37.61,LINC00290
ENSG00000251407.1,39.43,MTND1P22
ENSG00000286371.1,39.21,
ENSG00000230269.7,45.03,LINC02525
ENSG00000234136.1,41.18,
ENSG00000287433.1,49.31,
ENSG00000248816.1,38.50,
ENSG00000225822.4,64.83,UBXN7-AS1
ENSG00000287073.1,45.53,
ENSG00000082269.17,36.09,FAM135A
ENSG00000163961.4,42.36,RNF168
ENSG00000038295.8,35.70,TLL1
ENSG00000232388.5,44.25,SMIM26
ENSG00000236446.4,49.23,CT47B1
ENSG00000230707.3,55.51,
ENSG00000254064.1,44.77,PIWIL2-DT
ENSG00000179304.18,48.73,FAM156B
ENSG00000243702.3,51.72,RN7SL638P
ENSG00000273331.1,49.10,TM4SF19-DYNLT2B
ENSG00000221806.1,44.63,RNU6ATAC34P
ENSG00000232136.2,44.20,DUXAP7
ENSG00000197181.12,42.77,PIWIL2
ENSG00000228028.2,46.45,
ENSG00000233993.1,43.23,DTD1-AS1
ENSG00000273375.1,36.57,
ENSG00000286661.1,44.98,
ENSG00000272989.1,56.75,LINC02012
ENSG00000234238.2,41.72,
ENSG00000125826.22,51.27,RBCK1
ENSG00000163958.14,54.34,ZDHHC19
ENSG00000279028.1,61.29,
ENSG00000243232.6,41.75,PCDHAC2
ENSG00000165868.16,47.79,HSPA12A
ENSG00000189186.11,35.72,DCAF8L2
ENSG00000287724.1,42.30,
ENSG00000239706.1,50.34,
ENSG00000124334.18,55.85,IL9R
ENSG00000058799.15,43.43,YIPF1
ENSG00000145016.16,45.69,RUBCN
ENSG00000171815.6,39.96,PCDHB1
ENSG00000275038.2,55.95,
ENSG00000164438.6,66.60,TLX3
ENSG00000213393.5,56.25,
ENSG00000267505.1,49.92,
ENSG00000265740.2,46.96,RN7SL339P
ENSG00000254256.1,50.17,RPSAP71
ENSG00000267405.1,47.65,
ENSG00000182963.11,44.78,GJC1
ENSG00000206909.1,53.33,SNORA70J
ENSG00000254012.1,54.63,RPL10P8
ENSG00000264249.1,31.43,MIR3912
ENSG00000156427.8,54.87,FGF18
ENSG00000197172.11,55.68,MAGEA6
ENSG00000225191.1,44.44,
ENSG00000287870.1,31.63,
ENSG00000235563.1,56.74,
ENSG00000232048.2,47.38,HNRNPCP9
ENSG00000232857.2,37.01,KATNBL1P2
ENSG00000273637.1,42.82,
ENSG00000175893.12,35.16,ZDHHC21
ENSG00000131097.7,52.45,HIGD1B
ENSG00000203985.11,53.71,LDLRAD1
ENSG00000165175.17,53.77,MID1IP1
ENSG00000168269.10,53.96,FOXI1
ENSG00000187243.17,59.92,MAGED4B
ENSG00000279608.1,46.77,
ENSG00000174038.13,50.82,C9orf131
ENSG00000253219.1,55.21,KRT18P41
ENSG00000249601.2,45.06,LINC01187
ENSG00000257231.1,44.36,DYNLL1P4
ENSG00000234511.10,40.02,C5orf58
ENSG00000270482.1,45.03,
ENSG00000257181.1,35.69,
ENSG00000213222.3,62.80,TOMM40P4
ENSG00000108883.13,46.17,EFTUD2
ENSG00000013503.10,39.73,POLR3B
ENSG00000207327.1,36.45,RNU6-883P
ENSG00000237139.1,48.56,RPS26P41
ENSG00000268584.1,49.31,
ENSG00000272791.1,43.10,
ENSG00000249284.1,38.34,
ENSG00000177791.12,47.83,MYOZ1
ENSG00000163900.11,44.99,TMEM41A
ENSG00000136718.10,53.19,IMP4
ENSG00000241568.3,50.85,RN7SL338P
ENSG00000234181.1,51.25,PIGO-AS1
ENSG00000164114.19,33.75,MAP9
ENSG00000145936.9,49.37,KCNMB1
ENSG00000165283.16,53.10,STOML2
ENSG00000228838.1,56.39,
ENSG00000283761.1,38.29,
ENSG00000126804.14,39.55,ZBTB1
ENSG00000026036.23,59.83,RTEL1-TNFRSF6B
ENSG00000166317.12,50.61,SYNPO2L
ENSG00000232610.1,41.54,CCT6P4
ENSG00000180611.7,42.65,MB21D2
ENSG00000189433.7,55.91,GJB4
ENSG00000230759.1,33.99,
ENSG00000271848.2,48.98,SYNPO2L-AS1
ENSG00000223812.8,36.41,PYDC2-AS1
ENSG00000043462.13,44.62,LCP2
ENSG00000231866.2,33.71,
ENSG00000179178.11,58.26,TMEM125
ENSG00000242288.9,41.68,BMS1P4-AGAP5
ENSG00000100505.14,40.47,TRIM9
ENSG00000271816.1,41.14,BMS1P4
ENSG00000104973.19,55.17,MED25
ENSG00000272140.2,43.57,
ENSG00000252072.1,47.58,RNA5SP320
ENSG00000235316.1,67.60,DUSP8P5
ENSG00000270808.1,58.04,
ENSG00000176986.16,47.03,SEC24C
ENSG00000142700.12,60.16,DMRTA2
ENSG00000224563.1,36.40,LPP-AS1
ENSG00000225240.1,46.67,
ENSG00000090530.10,38.18,P3H2
ENSG00000241026.1,49.94,
ENSG00000258366.12,59.63,RTEL1
ENSG00000253415.1,50.42,
ENSG00000285525.1,40.63,
ENSG00000254312.1,55.43,MRPL57P7
ENSG00000236098.1,42.72,
ENSG00000233514.1,44.44,
ENSG00000223281.1,49.37,RN7SKP85
ENSG00000271930.1,35.32,
ENSG00000229625.3,36.81,
ENSG00000253180.1,41.97,
ENSG00000127124.16,46.45,HIVEP3
ENSG00000253562.1,32.85,
ENSG00000253532.1,41.14,
ENSG00000236583.1,49.50,
ENSG00000237704.1,44.06,
ENSG00000225017.1,46.12,
ENSG00000206699.1,37.25,Y_RNA
ENSG00000207804.1,42.11,MIR599
ENSG00000216069.1,39.47,MIR875
ENSG00000243254.3,51.17,RN7SL350P
ENSG00000235683.1,56.23,
ENSG00000254612.2,43.13,DNAJB6P1
ENSG00000253539.1,38.83,
ENSG00000285735.2,42.57,LINC02717
ENSG00000253912.1,54.10,
ENSG00000287068.1,46.58,
ENSG00000100644.17,37.25,HIF1A
ENSG00000254591.1,52.90,
ENSG00000287251.1,45.29,
ENSG00000164919.11,40.71,COX6C
ENSG00000255352.1,47.69,PPP1R10P1
ENSG00000273415.3,38.69,LINC02725
ENSG00000266993.3,42.62,
ENSG00000223675.1,40.06,
ENSG00000285640.1,42.80,
ENSG00000255537.1,48.85,
ENSG00000162604.12,39.63,TM2D1
ENSG00000241476.9,45.05,SSX2
ENSG00000197798.9,41.78,FAM118B
ENSG00000183137.15,36.91,CEP57L1
ENSG00000005238.20,54.68,FAM214B
ENSG00000236681.1,39.39,DSTNP5
ENSG00000287147.1,38.11,
ENSG00000287832.1,44.26,
ENSG00000230482.1,54.82,ATP5MC2P3
ENSG00000109576.14,38.78,AADAT
ENSG00000271635.1,37.84,DBF4P2
ENSG00000234199.3,44.30,LINC01191
ENSG00000229316.1,45.63,HMGB1P45
ENSG00000223947.1,45.61,
ENSG00000228374.1,34.26,RPL9P13
ENSG00000287952.1,48.03,
ENSG00000288615.1,44.76,
ENSG00000287206.1,46.26,
ENSG00000250274.2,47.27,
ENSG00000213519.2,56.29,RPL36P7
ENSG00000176623.12,38.38,RMDN1
ENSG00000273013.1,37.21,
ENSG00000168702.18,34.81,LRP1B
ENSG00000185798.8,43.07,WDR53
ENSG00000182583.13,56.54,VCX
ENSG00000170445.16,45.84,HARS1
ENSG00000116171.19,40.00,SCP2
ENSG00000183283.16,46.75,DAZAP2
ENSG00000283765.1,44.26,
ENSG00000101812.15,46.18,H2BW2
ENSG00000287941.1,40.00,
ENSG00000272741.1,44.63,
ENSG00000260802.2,36.83,SERTM2
ENSG00000249626.1,41.28,
ENSG00000279689.1,53.68,
ENSG00000196968.11,47.53,FUT11
ENSG00000130988.13,43.38,RGN
ENSG00000188001.10,39.36,TPRG1
ENSG00000172586.8,45.52,CHCHD1
ENSG00000214655.11,54.43,ZSWIM8
ENSG00000255814.2,39.76,LINC02439
ENSG00000167131.17,52.63,CCDC103
ENSG00000241045.1,39.58,RPL7P43
ENSG00000257373.1,39.15,
ENSG00000215198.3,37.69,
ENSG00000274560.1,36.97,
ENSG00000279083.1,40.86,
ENSG00000227167.1,36.88,
ENSG00000257470.2,38.94,
ENSG00000264638.1,45.95,MIR3152
ENSG00000252960.1,44.08,RN7SKP258
ENSG00000236857.3,37.61,RAP1BP1
ENSG00000188909.5,54.23,BSX
ENSG00000155875.15,42.63,SAXO1
ENSG00000236255.2,48.08,
ENSG00000175183.10,42.35,CSRP2
ENSG00000255258.2,43.20,LINC02743
ENSG00000225304.1,35.24,
ENSG00000237222.4,46.69,LINC01968
ENSG00000256757.1,55.01,
ENSG00000230391.1,49.04,RPSAP23
ENSG00000206685.1,43.93,RNU6-1189P
ENSG00000254842.6,43.37,LINC02551
ENSG00000201659.1,47.44,RNU12-2P
ENSG00000229890.1,53.52,ACTP1
ENSG00000182872.16,50.27,RBM10
ENSG00000162989.5,34.96,KCNJ3
ENSG00000254572.2,50.53,GLULP3
ENSG00000236680.1,55.01,
ENSG00000155876.6,51.09,RRAGA
ENSG00000255512.2,44.04,LINC02684
ENSG00000280385.1,34.35,
ENSG00000254699.1,36.21,LINC02695
ENSG00000273409.3,37.02,LINC02712
ENSG00000178031.18,38.59,ADAMTSL1
ENSG00000213184.3,49.71,
ENSG00000235522.6,42.17,
ENSG00000154143.3,46.63,PANX3
ENSG00000186185.14,49.30,KIF18B
ENSG00000178078.12,54.12,STAP2
ENSG00000144120.13,52.47,TMEM177
ENSG00000236508.1,42.31,ATP13A5-AS1
ENSG00000254935.1,65.57,
ENSG00000214147.2,50.62,
ENSG00000243518.1,38.10,
ENSG00000287897.1,43.26,
ENSG00000163960.12,42.27,UBXN7
ENSG00000287775.1,37.77,
ENSG00000280457.1,73.33,DUX4L2
ENSG00000149295.14,48.36,DRD2
ENSG00000249875.1,37.54,
ENSG00000249317.2,36.41,
ENSG00000144278.15,35.16,GALNT13
ENSG00000248249.1,47.76,
ENSG00000258964.1,40.10,
ENSG00000260596.5,49.56,DUX4
ENSG00000258007.1,40.89,
ENSG00000023608.5,39.55,SNAPC1
ENSG00000123360.12,49.29,PDE1B
ENSG00000251253.1,40.17,MTHFD2P4
ENSG00000168594.15,35.73,ADAM29
ENSG00000250569.1,48.20,NTAN1P2
ENSG00000254088.1,47.72,SLC2A3P4
ENSG00000085719.13,37.62,CPNE3
ENSG00000228766.3,45.48,RPL7L1P8
ENSG00000288699.1,49.24,
ENSG00000242152.1,37.37,
ENSG00000122735.16,47.92,DNAI1
ENSG00000244268.1,45.30,
ENSG00000267334.1,49.61,KIF18B-DT
ENSG00000240477.1,40.93,
ENSG00000131094.4,57.24,C1QL1
ENSG00000181092.10,43.85,ADIPOQ
ENSG00000267788.1,50.97,
ENSG00000264548.1,60.78,
ENSG00000275888.1,61.68,
ENSG00000279633.1,36.89,
ENSG00000258956.2,54.22,COX4I1P1
ENSG00000168913.7,62.42,ENHO
ENSG00000265692.1,53.34,LINC01970
ENSG00000258842.1,40.62,
ENSG00000260563.3,47.36,
ENSG00000230729.1,61.66,
ENSG00000258903.2,37.33,
ENSG00000232983.2,57.93,
ENSG00000173762.8,65.78,CD7
ENSG00000259142.1,41.99,LINC00644
ENSG00000122756.15,56.26,CNTFR
