gene_id,gene_name,gc_content
ENSG00000165102.15,HGSNAT,44.1
ENSG00000253611.1,VN1R46P,47.88
ENSG00000253606.2,AFG3L2P1,48.67
ENSG00000188877.12,POTEA,37.05
ENSG00000238509.1,RNU6-104P,39.25
ENSG00000201329.2,U3,44.39
ENSG00000253418.1,SNX18P27,49.29
ENSG00000253748.2,CYP4F44P,51.52
ENSG00000253425.2,HSPA8P13,41.48
ENSG00000251470.1,ASNSP4,35.88
ENSG00000250857.3,TRIM60P15,41.9
ENSG00000253314.7,LINC00293,42.34
ENSG00000253828.3,MTND2P38,32.98
ENSG00000282321.1,MTND1P7,37.04
ENSG00000252594.1,RNU6-656P,44.86
ENSG00000254118.1,MTCYBP20,40.3
ENSG00000254156.1,MTND6P20,37.08
ENSG00000215179.5,MAPK6P4,40.38
ENSG00000222099.1,RN7SKP32,44.22
ENSG00000200986.1,RNU6-819P,42.06
ENSG00000188873.4,RPL10AP2,49.69
ENSG00000248531.3,NDUFA5P12,49.62
ENSG00000253502.1,ATP6V1G1P2,54.05
ENSG00000215177.3,IGLV8OR8-1,55.95
ENSG00000164808.17,SPIDR,40.76
ENSG00000207369.1,RNU6-665P,42.99
ENSG00000221869.5,CEBPD,65.97
ENSG00000207450.1,Y_RNA,35.64
ENSG00000222522.1,RNU6-519P,39.81
ENSG00000169139.12,UBE2V2,42.29
ENSG00000253654.2,IDI1P2,37.67
ENSG00000252710.1,RNU6-295P,43.27
ENSG00000277418.1,RNA5SP531,54.9
ENSG00000224594.2,RPL29P19,54.78
ENSG00000233858.4,LINC02599,50.2
ENSG00000253702.1,LINC02847,41.31
ENSG00000019549.13,SNAI2,40.53
ENSG00000168333.14,PPDPFL,38.86
ENSG00000199640.1,RN7SKP294,48.52
ENSG00000254268.1,RFPL4AP7,44.19
ENSG00000253810.1,PSAT1P1,45.48
ENSG00000147481.17,SNTG1,35.87
ENSG00000254358.1,CYCSP22,43.66
ENSG00000147485.13,PXDNL,38.69
ENSG00000254025.1,BRIX1P1,39.76
ENSG00000254225.1,BTF3P1,45.86
ENSG00000168300.14,PCMTD1,36.74
ENSG00000240534.1,RPL34P17,43.8
ENSG00000196711.9,ALKAL1,40.93
ENSG00000023287.13,RB1CC1,37.73
ENSG00000288611.1,NPBWR1,54.89
ENSG00000082556.14,OPRK1,42.01
ENSG00000206144.5,MAPK6P1,40.98
ENSG00000047249.18,ATP6V1H,39.2
ENSG00000147509.14,RGS20,42.33
ENSG00000244159.1,RPS27AP13,42.62
ENSG00000200528.1,RNU6-1331P,41.51
ENSG00000120992.18,LYPLA1,41.54
ENSG00000254274.1,TDGF1P5,53.2
ENSG00000276353.1,Metazoa_SRP,55.56
ENSG00000137547.9,MRPL15,43.29
ENSG00000251835.1,RNU6ATAC32P,42.11
ENSG00000199212.1,RNU105C,52.63
ENSG00000244107.3,RN7SL250P,51.94
ENSG00000164736.6,SOX17,59.36
ENSG00000270275.1,TRMT112P7,53.41
ENSG00000104237.11,RP1,38.27
ENSG00000226098.4,SEC11B,40.48
ENSG00000206579.9,XKR4,40.16
ENSG00000248522.1,SBF1P1,60.74
ENSG00000222955.1,RNA5SP265,49.55
ENSG00000137574.11,TGS1,39.78
ENSG00000254087.8,LYN,43.2
ENSG00000199405.1,SNORA1B,39.85
ENSG00000240905.3,RN7SL798P,54.49
ENSG00000241997.3,RN7SL323P,49.83
ENSG00000008988.11,RPS20,41.73
ENSG00000238650.1,SNORD54,43.28
ENSG00000253603.1,CERNA3,51.39
ENSG00000248578.1,NPM1P21,43.78
ENSG00000172680.1,MOS,61
ENSG00000181690.8,PLAG1,38.74
ENSG00000170791.18,CHCHD7,41.56
ENSG00000253542.7,SDR16C6P,38.27
ENSG00000181195.11,PENK,44.11
ENSG00000253541.1,SEPTIN10P1,41.31
ENSG00000241431.1,RPL37P6,39.7
ENSG00000206975.1,RNU6-13P,44.86
ENSG00000104331.9,BPNT2,38.23
ENSG00000222205.1,RNA5SP266,44.44
ENSG00000253301.6,LINC01606,41.93
ENSG00000215117.6,LINC00588,36.55
ENSG00000202265.1,RNU6-596P,38.78
ENSG00000243050.1,RPL30P10,38.87
ENSG00000205293.5,LINC01602,38.36
ENSG00000242595.1,RPL26P26,43.09
ENSG00000215114.10,UBXN2B,37.95
ENSG00000167910.4,CYP7A1,37.15
ENSG00000254103.1,PPIAP85,45.11
ENSG00000137575.12,SDCBP,35.86
ENSG00000035681.9,NSMAF,38.41
ENSG00000198846.6,TOX,37.57
ENSG00000201231.1,RNU4-50P,41.13
ENSG00000201763.1,RNA5SP267,45.24
ENSG00000254954.1,SLC2A13P1,37.89
ENSG00000178538.10,CA8,39.03
ENSG00000226301.3,PDCL3P1,44.14
ENSG00000104388.15,RAB2A,39.15
ENSG00000271377.1,IFITM3P8,52.54
ENSG00000255397.1,NASPP1,46.89
ENSG00000177182.11,CLVS1,39.85
ENSG00000213881.3,NPM1P6,41.68
ENSG00000198363.18,ASPH,38.17
ENSG00000254285.3,KRT8P3,57.97
ENSG00000222898.1,RN7SKP97,49.85
ENSG00000264408.1,MIR4470,56.94
ENSG00000254119.5,LINC02842,38.04
ENSG00000254120.1,LINC02155,37.13
ENSG00000253544.1,C1GALT1P3,39.07
ENSG00000253789.1,NARS1P2,34.2
ENSG00000185942.13,NKAIN3,37.53
ENSG00000253517.1,XRCC6P4,45.28
ENSG00000253431.1,SRPK2P,47.91
ENSG00000137563.13,GGH,39.09
ENSG00000137561.5,TTPA,38.43
ENSG00000185728.17,YTHDF3,37.56
ENSG00000241964.3,RN7SL135P,50.72
ENSG00000215096.3,IFITM8P,54.06
ENSG00000252358.1,RN7SKP135,43.72
ENSG00000253554.7,LINC01414,35.9
ENSG00000253734.2,LINC01289,37.4
ENSG00000253231.1,COX6CP8,40.71
ENSG00000207816.1,MIR124-2,49.54
ENSG00000180828.3,BHLHE22,53.57
ENSG00000172817.4,CYP7B1,37.55
ENSG00000239261.1,RPL31P41,43.55
ENSG00000280725.2,LINC00251,40.03
ENSG00000213873.4,PPIAP86,47.69
ENSG00000254081.2,LINC01299,41.26
ENSG00000200714.1,Y_RNA,41.11
ENSG00000104442.10,ARMC1,42.61
ENSG00000066855.16,MTFR1,40.22
ENSG00000205268.11,PDE7A,37.81
ENSG00000147570.10,DNAJC5B,40.46
ENSG00000147573.17,TRIM55,40.98
ENSG00000147571.5,CRH,55.1
ENSG00000253138.5,LINC00967,44.19
ENSG00000179041.4,RRS1,56.28
ENSG00000147576.17,ADHFE1,43.48
ENSG00000206949.1,RNU6-1324P,38.32
ENSG00000175073.8,VCPIP1,39.76
ENSG00000201365.1,Y_RNA,43.52
ENSG00000288602.1,C8orf44-SGK3,40.75
ENSG00000288596.2,C8orf44,40.76
ENSG00000104205.16,SGK3,40.12
ENSG00000213005.3,PTTG3P,44.39
ENSG00000178460.18,MCMDC2,39.72
ENSG00000254341.2,SNORD87,38.2
ENSG00000261787.2,TCF24,41.46
ENSG00000121022.14,COPS5,39.82
ENSG00000104218.16,CSPP1,38.01
ENSG00000252637.1,RNA5SP268,41.13
ENSG00000066777.9,ARFGEF1,38.38
ENSG00000165078.13,CPA6,40.07
ENSG00000254253.1,NACAP10,41.03
ENSG00000255531.1,NDUFS5P6,43.05
ENSG00000046889.19,PREX2,37.16
ENSG00000252210.1,Y_RNA,40
ENSG00000253964.1,RPL31P40,46.11
ENSG00000248801.7,C8orf34-AS1,39.76
ENSG00000165084.16,C8orf34,36.7
ENSG00000236191.3,RPS15AP25,43.33
ENSG00000239184.1,RNA5SP269,39.42
ENSG00000253658.6,LINC01592,36.71
ENSG00000238808.1,RNU7-102P,40.32
ENSG00000253479.6,LINC01603,38.11
ENSG00000137573.14,SULF1,40.34
ENSG00000137571.11,SLCO5A1,40.03
ENSG00000222889.1,RN7SKP29,49.63
ENSG00000277740.1,Metazoa_SRP,50.87
ENSG00000239580.3,RN7SL675P,51.85
ENSG00000223293.1,RNA5SP270,49.15
ENSG00000247570.2,SDCBPP2,46.21
ENSG00000253721.1,SUMO2P20,42.4
ENSG00000147596.4,PRDM14,47.16
ENSG00000212473.1,RNU1-101P,44.88
ENSG00000253173.3,H2AZP2,52.09
ENSG00000140396.13,NCOA2,38.24
ENSG00000213003.3,BTF3P12,43.28
ENSG00000207036.1,RNY3P14,41.18
ENSG00000275128.1,RN7SL203P,50.34
ENSG00000067167.8,TRAM1,38.27
ENSG00000147592.9,LACTB2,38.39
ENSG00000243532.3,RN7SL19P,52.94
ENSG00000221947.8,XKR9,37.87
ENSG00000223220.1,Y_RNA,40
ENSG00000104313.20,EYA1,37.48
ENSG00000253124.1,TRAPPC2P2,36.67
ENSG00000200191.1,U8,40.91
ENSG00000235531.11,MSC-AS1,37.87
ENSG00000241942.2,RPS20P20,40.88
ENSG00000104321.11,TRPA1,36.35
ENSG00000252509.1,RNA5SP271,48.86
ENSG00000182674.6,KCNB2,38.9
ENSG00000253226.1,HAUS1P3,39.27
ENSG00000147601.15,TERF1,36.99
ENSG00000222488.1,RNU6-285P,37
ENSG00000164764.11,SBSPON,42.54
ENSG00000254213.2,PRXL2AP2,48.76
ENSG00000147604.14,RPL7,50.65
ENSG00000121039.10,RDH10,41.69
ENSG00000250295.6,RDH10-AS1,42.57
ENSG00000253302.1,STAU2-AS1,44.46
ENSG00000040341.18,STAU2,38.25
ENSG00000254105.1,VENTXP6,59.87
ENSG00000104343.21,UBE2W,39.29
ENSG00000272469.2,RN7SL760P,54.44
ENSG00000251633.3,GYG1P1,46.5
ENSG00000175606.11,TMEM70,43.8
ENSG00000244295.2,RPS20P21,43.15
ENSG00000253833.1,DSTNP3,38.87
ENSG00000154589.7,LY96,42
ENSG00000212348.1,RNU6-1300P,45.37
ENSG00000240047.2,RPS3AP32,41.38
ENSG00000212485.1,RNU6-1197P,40.19
ENSG00000104369.5,JPH1,39.8
ENSG00000104381.14,GDAP1,37.93
ENSG00000207417.1,Y_RNA,41.12
ENSG00000266502.1,MIR5681A,40
ENSG00000283505.1,MIR5681B,45
ENSG00000254349.6,MIR2052HG,37.41
ENSG00000253341.1,PCBP2P2,49.15
ENSG00000283188.1,MIR2052,32.73
ENSG00000137558.9,PI15,34.88
ENSG00000121005.9,CRISPLD1,35.22
ENSG00000249395.4,CASC9,35.85
ENSG00000253712.1,LINC02886,37.28
ENSG00000253229.1,HIGD1AP6,44.44
ENSG00000254023.1,PKMP4,57.84
ENSG00000164749.13,HNF4G,35.5
ENSG00000222231.1,RNU2-54P,38.95
ENSG00000271167.1,LINC01109,36.29
ENSG00000254300.1,LINC01111,35.56
ENSG00000254305.1,MRPL9P1,50.73
ENSG00000091656.19,ZFHX4,36.38
ENSG00000266712.3,MIR3149,32.53
ENSG00000164751.15,PEX2,38.37
ENSG00000253952.1,HIGD1AP18,42.81
ENSG00000254266.6,PKIA-AS1,35.21
ENSG00000252935.1,RNU6-1220P,33.33
ENSG00000171033.13,PKIA,34.68
ENSG00000104432.14,IL7,35.46
ENSG00000253919.1,THAP12P7,40.74
ENSG00000261618.2,LINC02605,37.02
ENSG00000240540.2,RPL3P9,51.9
ENSG00000104435.14,STMN2,38.14
ENSG00000238884.1,RNU7-85P,41.27
ENSG00000147586.10,MRPS28,37.19
ENSG00000241550.3,RN7SL41P,48.48
ENSG00000265588.1,MIR5708,44.71
ENSG00000252884.1,RNU6-1213P,37.23
ENSG00000277604.1,Y_RNA,46.32
ENSG00000205189.12,ZBTB10,38.89
ENSG00000188856.6,RPSAP47,51.8
ENSG00000252057.2,RNU7-174P,38.98
ENSG00000223327.1,RNU2-71P,43.92
ENSG00000254181.1,SLC25A51P3,41.73
ENSG00000243424.2,RN7SL107P,53
ENSG00000164684.13,ZNF704,40.26
ENSG00000254331.1,CKS1BP7,45.96
ENSG00000212429.1,RNU11-6P,43.61
ENSG00000243951.1,RN7SL308P,52.53
ENSG00000253516.1,HMGB1P41,42.27
ENSG00000076641.4,PAG1,40.56
ENSG00000253677.1,UBE2HP1,46.11
ENSG00000164687.11,FABP5,44.25
ENSG00000147588.7,PMP2,33.98
ENSG00000205186.4,FABP9,36.49
ENSG00000170323.9,FABP4,34.83
ENSG00000237264.4,FTH1P11,49.18
ENSG00000254151.1,NIPA2P4,41.09
ENSG00000240427.1,RPS26P34,49
ENSG00000205184.2,SLC10A5P1,35.3
ENSG00000133731.10,IMPA1,37.43
ENSG00000253598.3,SLC10A5,36.76
ENSG00000104231.11,ZFAND1,37.45
ENSG00000164695.5,CHMP4C,38.06
ENSG00000231942.3,HNRNPA1P36,47.54
ENSG00000254689.3,LINC02235,39.31
ENSG00000254123.2,LINC02839,35.9
ENSG00000206228.4,HNRNPA1P4,46.16
ENSG00000253898.1,LINC01419,32.86
ENSG00000254195.1,TPM3P3,42.66
ENSG00000184672.12,RALYL,35.32
ENSG00000206701.1,RNU6-1040P,41.12
ENSG00000253137.1,PSMC2P2,40.67
ENSG00000203413.3,ACTBP6,50.28
ENSG00000253655.2,JCHAINP1,41.68
ENSG00000133739.16,LRRCC1,36.03
ENSG00000133740.11,E2F5,39.54
ENSG00000176731.12,RBIS,38.7
ENSG00000185015.8,CA13,40.99
ENSG00000133742.14,CA1,37.14
ENSG00000164879.7,CA3,38.15
ENSG00000253549.6,CA3-AS1,39.95
ENSG00000104267.10,CA2,38.44
ENSG00000270971.2,REXO1L8P,55.73
ENSG00000273567.1,REXO1L3P,56.83
ENSG00000205176.3,REXO1L1P,52.74
ENSG00000276006.1,REXO1L12P,63.82
ENSG00000275928.2,REXO1L11P,56.79
ENSG00000276540.1,REXO1L10P,56.77
ENSG00000271381.2,REXO1L9P,56.45
ENSG00000276998.1,REXO1L2P,56.56
ENSG00000270416.2,REXO1L4P,56.81
ENSG00000277436.1,REXO1L5P,56.44
ENSG00000277422.1,REXO1L6P,63.38
ENSG00000285768.1,LINC02849,38.69
ENSG00000147614.4,ATP6V0D2,39.14
ENSG00000147613.8,PSKH2,38.63
ENSG00000164893.9,SLC7A13,37.7
ENSG00000123124.14,WWP1,37.52
ENSG00000176623.12,RMDN1,38.38
ENSG00000250569.1,NTAN1P2,48.2
ENSG00000254088.1,SLC2A3P4,47.72
ENSG00000085719.13,CPNE3,37.62
ENSG00000253292.1,MIOXP1,56.17
ENSG00000205333.5,GOLGA2P1,54.58
ENSG00000233915.4,UBE2Q2P10,38.7
ENSG00000253401.1,VTA1P2,36.88
ENSG00000251563.1,IARS2P1,38.61
ENSG00000254376.2,SOX5P1,47.65
ENSG00000176566.5,DCAF4L2,41.76
ENSG00000156103.16,MMP16,35.15
ENSG00000251904.1,RNA5SP272,41.44
ENSG00000253621.1,RPSAP74,51.91
ENSG00000248231.1,KRT8P4,52.22
ENSG00000104312.8,RIPK2,35.92
ENSG00000253349.1,COX6B1P6,49.02
ENSG00000207359.1,RNU6-925P,36.54
ENSG00000164823.11,OSGIN2,38.21
ENSG00000104325.7,DECR1,38.07
ENSG00000104327.7,CALB1,36.25
ENSG00000199354.1,RNA5SP273,52.21
ENSG00000253799.1,LINC01030,36.35
ENSG00000180694.14,TMEM64,38.54
ENSG00000123119.12,NECAB1,37.01
ENSG00000253250.3,C8orf88,32.96
ENSG00000155099.8,PIP4P2,35.47
ENSG00000155100.11,OTUD6B,34.94
ENSG00000253525.1,CPP,40.57
ENSG00000266194.1,MIR4661,46.67
ENSG00000147606.9,SLC26A7,35.97
ENSG00000200151.1,RN7SKP231,54.87
ENSG00000271202.1,PRR13P7,54.88
ENSG00000229182.3,MRPS16P1,49.27
ENSG00000079102.16,RUNX1T1,38.11
ENSG00000248858.7,FLJ46284,35.87
ENSG00000205133.12,TRIQK,34.5
ENSG00000251347.2,IRF5P1,41.31
ENSG00000277063.1,MIR8084,24.72
ENSG00000222416.1,RNA5SP274,43.52
ENSG00000253781.1,ZNF317P1,52.58
ENSG00000279331.1,RBM12B-AS1,48.39
ENSG00000254387.1,MYL12AP1,44.08
ENSG00000164951.16,PDP1,42.9
ENSG00000264448.5,MIR378D2HG,52.48
ENSG00000284288.1,MIR378D2,41.84
ENSG00000251234.1,PSMA2P2,46.36
ENSG00000240509.1,RPL34P18,44.63
ENSG00000079112.10,CDH17,40.61
ENSG00000164949.8,GEM,44.2
ENSG00000244217.1,RPS4XP10,44.87
ENSG00000197275.14,RAD54B,36.72
ENSG00000265817.4,FSBP,35.62
ENSG00000164944.12,VIRMA,38.74
ENSG00000104413.18,ESRP1,40.32
ENSG00000274701.1,Metazoa_SRP,54.36
ENSG00000199701.1,Y_RNA,43.88
ENSG00000156162.16,DPY19L4,40.06
ENSG00000164941.14,INTS8,40.21
ENSG00000164938.14,TP53INP1,42.48
ENSG00000200525.1,RNU6-1209P,38.32
ENSG00000245080.7,MIR3150BHG,45.79
ENSG00000284147.1,MIR3150B,62.79
ENSG00000283522.1,MIR3150A,62.5
ENSG00000253351.2,LINC01298,49.73
ENSG00000202112.1,RNU6-690P,39.62
ENSG00000254079.1,SRSF3P2,44.59
ENSG00000183663.6,GAPDHP30,47.01
ENSG00000156467.10,UQCRB,38.71
ENSG00000156469.9,MTERF3,38.81
ENSG00000156471.13,PTDSS1,43.65
ENSG00000199732.1,Y_RNA,45.1
ENSG00000202095.1,RNU6-1172P,36.45
ENSG00000169439.12,SDC2,41.32
ENSG00000104324.16,CPQ,38.13
ENSG00000180543.5,TSPYL5,49.7
ENSG00000207215.2,SNORD3H,42.99
ENSG00000147649.10,MTDH,40.61
ENSG00000202399.1,Y_RNA,38.05
ENSG00000104341.17,LAPTM4B,44
ENSG00000253639.1,SUMO2P18,49.28
ENSG00000243504.1,RPS23P1,44.68
ENSG00000132561.14,MATN2,44.73
ENSG00000156482.11,RPL30,42.56
ENSG00000207067.1,SNORA72,40.15
ENSG00000252755.1,RNU6-703P,40.19
ENSG00000177459.11,ERICH5,42.49
ENSG00000132541.11,RIDA,38.99
ENSG00000104356.11,POP1,41.8
ENSG00000104361.10,NIPAL2,39.03
ENSG00000252558.1,RNU6-914P,43.12
ENSG00000104375.17,STK3,39.53
ENSG00000156486.8,KCNS2,52.02
ENSG00000207378.1,RNU6-748P,41.12
ENSG00000240870.2,RPL19P14,49.65
ENSG00000254312.1,MRPL57P7,55.43
ENSG00000223281.1,RN7SKP85,49.37
ENSG00000206699.1,Y_RNA,37.25
ENSG00000207804.1,MIR599,42.11
ENSG00000216069.1,MIR875,39.47
ENSG00000243254.3,RN7SL350P,51.17
ENSG00000164919.11,COX6C,40.71
ENSG00000212414.1,SNORD77B,32.84
ENSG00000156509.14,FBXO43,38.89
ENSG00000147669.11,POLR2K,37.24
ENSG00000104450.13,SPAG1,40.18
ENSG00000202310.1,Y_RNA,42.59
ENSG00000199667.1,Y_RNA,43.14
ENSG00000034677.13,RNF19A,38.61
ENSG00000265599.1,MIR4471,30.12
ENSG00000186106.11,ANKRD46,39.74
ENSG00000251013.1,GAPDHP62,50.81
ENSG00000174226.9,SNX31,42.91
ENSG00000252764.1,RNU6-1092P,43.68
ENSG00000070756.17,PABPC1,40.75
ENSG00000284570.1,MIR7705,33.33
ENSG00000221527.1,RNU6ATAC41P,44.44
ENSG00000202001.2,Y_RNA,43.3
ENSG00000242399.1,RPS20P23,46.05
ENSG00000222795.1,RNU4-83P,42.86
ENSG00000212994.5,RPS26P6,53.16
ENSG00000275041.1,Metazoa_SRP,53.17
ENSG00000164924.18,YWHAZ,40.87
ENSG00000242315.3,RN7SL685P,51.01
ENSG00000248599.2,FLJ42969,45.57
ENSG00000202360.1,RN7SKP249,47.61
ENSG00000261087.1,ZNNT1,42.27
ENSG00000120963.12,ZNF706,40.04
ENSG00000253679.1,LINC02844,47.03
ENSG00000239115.1,RNU7-67P,41.94
ENSG00000228224.3,NACA4P,42.71
ENSG00000254063.2,DUXAP2,41.6
ENSG00000253644.2,LINC02845,44.25
ENSG00000239211.3,RN7SL563P,54.7
ENSG00000083307.12,GRHL2,40.92
ENSG00000104490.18,NCALD,40.58
ENSG00000282989.1,PDCL3P2,45.83
ENSG00000266756.1,MIR5680,50
ENSG00000253328.2,SUMO2P19,46.72
ENSG00000104517.13,UBR5,38.31
ENSG00000221387.1,RNU6ATAC8P,44.44
ENSG00000271612.1,HSPE1P14,45.63
ENSG00000240724.2,RPS12P15,48.57
ENSG00000252593.1,RNU6-1224P,35.35
ENSG00000155087.4,ODF1,43.79
ENSG00000253382.3,POU5F1P2,55.53
ENSG00000155090.15,KLF10,47.85
ENSG00000250684.4,ADI1P2,45.25
ENSG00000253669.4,GASAL1,57.53
ENSG00000253320.7,MAILR,43.8
ENSG00000244052.1,RPL5P24,42.82
ENSG00000201216.1,Y_RNA,40.82
ENSG00000253663.1,NPM1P52,37.71
ENSG00000155097.12,ATP6V1C1,38.39
ENSG00000253795.1,MTND1P5,35.21
ENSG00000253556.1,MTCO1P4,38.7
ENSG00000253977.1,MTCO2P4,34.01
ENSG00000250929.2,LINC01181,43.24
ENSG00000164929.17,BAALC,42.75
ENSG00000247081.8,BAALC-AS1,41.08
ENSG00000265657.1,MIR3151,64.47
ENSG00000164930.12,FZD6,37.65
ENSG00000164932.13,CTHRC1,39.87
ENSG00000207399.1,RNU6-1011P,39.25
ENSG00000164933.12,SLC25A32,36.96
ENSG00000164934.14,DCAF13,37.09
ENSG00000255105.1,PTMAP15,48.45
ENSG00000147647.13,DPYS,41.53
ENSG00000164935.6,DCSTAMP,44.24
ENSG00000208032.1,MIR548A3,36.08
ENSG00000253454.1,NDUFA5P2,41.57
ENSG00000169946.14,ZFPM2,37.04
ENSG00000253318.1,TMCC1P1,46.82
ENSG00000251003.9,ZFPM2-AS1,36.31
ENSG00000243601.1,RPL12P24,45.88
ENSG00000201627.1,Y_RNA,38.05
ENSG00000213708.6,SLC16A14P1,50.82
ENSG00000253676.1,TAGLN2P1,54.86
ENSG00000251892.1,RNU7-84P,41.94
ENSG00000174429.4,ABRA,40.24
ENSG00000254146.1,HMGB1P46,39.67
ENSG00000154188.10,ANGPT1,36.05
ENSG00000248838.2,PGAM1P13,47.75
ENSG00000200806.1,RNA5SP275,51.69
ENSG00000147655.12,RSPO2,37.74
ENSG00000253228.1,NRBF2P4,44.94
ENSG00000230948.1,AURKBP1,58.82
ENSG00000104408.11,EIF3E,37
ENSG00000243287.2,RPS17P14,50.21
ENSG00000104412.8,EMC2,34.69
ENSG00000164841.5,TMEM74,37.4
ENSG00000253580.1,TRMT10BP1,40.83
ENSG00000174417.3,TRHR,37.64
ENSG00000120526.12,NUDCD1,36.54
ENSG00000120533.13,ENY2,37.11
ENSG00000205038.12,PKHD1L1,35.49
ENSG00000254185.1,MAPK6P5,39.41
ENSG00000147642.17,SYBU,39.55
ENSG00000283555.1,U2,32.08
ENSG00000164794.9,KCNV1,40.73
ENSG00000240590.1,RPSAP48,45.44
ENSG00000253994.1,NDUFB9P3,47.9
ENSG00000253877.6,LINC01608,33.66
ENSG00000254241.1,MTCO1P47,41.46
ENSG00000253103.2,LINC01609,34.61
ENSG00000254124.1,EEF1A1P37,42.32
ENSG00000253434.8,LINC02237,34.36
ENSG00000255033.1,SERPINA15P,45.86
ENSG00000253156.1,H2AZP7,43.24
ENSG00000222146.1,RNU4-37P,34.52
ENSG00000164796.18,CSMD3,33.74
ENSG00000230169.1,RPL30P16,37.76
ENSG00000238399.1,MIR2053,29.67
ENSG00000206719.1,Y_RNA,42.48
ENSG00000253756.1,CARS1P2,48.01
ENSG00000104447.13,TRPS1,35.81
ENSG00000249917.3,LINC00536,37.38
ENSG00000199450.1,RNA5SP276,45.74
ENSG00000147679.12,UTP23,40.03
ENSG00000253327.2,RAD21-AS1,42.45
ENSG00000283956.1,MIR3610,61.64
ENSG00000205002.4,AARD,43.16
ENSG00000244033.3,RN7SL228P,50.83
ENSG00000240151.3,RN7SL826P,50
ENSG00000164758.7,MED30,34.58
ENSG00000239917.3,RPS10P16,54.99
ENSG00000177570.15,SAMD12,39.63
ENSG00000281641.3,SAMD12-AS1,38.12
ENSG00000242206.2,RPS26P35,51.73
ENSG00000164761.9,TNFRSF11B,37.4
ENSG00000207334.1,RNU6-12P,44.86
ENSG00000184374.3,COLEC10,37.14
ENSG00000147676.14,MAL2,39.64
ENSG00000253972.6,MAL2-AS1,39.64
ENSG00000276479.1,MIR548AZ,32.63
ENSG00000136999.5,CCN3,41.69
ENSG00000136960.13,ENPP2,39.28
ENSG00000253495.1,CYCSP23,45.69
ENSG00000201896.1,RN7SKP153,48.42
ENSG00000136982.6,DSCC1,41.9
ENSG00000244642.3,RN7SL396P,56.27
ENSG00000155792.10,DEPTOR,43.18
ENSG00000202356.1,RNA5SP277,54.08
ENSG00000172172.8,MRPL13,35.86
ENSG00000172167.8,MTBP,35.31
ENSG00000172164.15,SNTB1,40.4
ENSG00000250290.1,NCAPGP1,38.76
ENSG00000239872.1,RPL35AP19,44.07
ENSG00000170961.7,HAS2,39.12
ENSG00000248690.8,HAS2-AS1,37.99
ENSG00000254209.2,LINC02855,38.04
ENSG00000253814.1,MRPS36P3,38.46
ENSG00000255364.1,SMILR,37.26
ENSG00000235165.2,CDK5P1,51.65
ENSG00000178764.8,ZHX2,46.3
ENSG00000136986.10,DERL1,41.15
ENSG00000156787.17,TBC1D31,39.82
ENSG00000253463.1,HMGB1P19,43.15
ENSG00000221461.2,U3,48.15
ENSG00000266324.1,MIR4663,60.53
ENSG00000189376.12,C8orf76,43.71
ENSG00000259305.6,ZHX1-C8orf76,40.57
ENSG00000243498.2,UBA52P5,57.35
ENSG00000165156.15,ZHX1,38.83
ENSG00000222607.1,RNU6-628P,39.25
ENSG00000156802.13,ATAD2,40.58
ENSG00000252297.1,RNU6-875P,34.91
ENSG00000283172.1,MIR548D1,32.99
ENSG00000207704.2,MIR548AA1,32.99
ENSG00000254388.1,DUTP2,46.44
ENSG00000254294.1,IMPDH1P6,57.53
ENSG00000156795.8,NTAQ1,44.83
ENSG00000278374.1,U4,42.52
ENSG00000156804.7,FBXO32,44.08
ENSG00000251840.1,RN7SKP155,48.61
ENSG00000104537.17,ANXA13,44.25
ENSG00000176853.16,FAM91A1,36.92
ENSG00000214814.7,FER1L6,41.6
ENSG00000181171.5,FER1L6-AS1,41.24
ENSG00000253868.4,FER1L6-AS2,41.61
ENSG00000253885.1,ARF1P3,56.36
ENSG00000206724.1,RNU6-756P,42.06
ENSG00000183665.5,TRMT12,43.63
ENSG00000170881.5,RNF139,38.42
ENSG00000147687.19,TATDN1,40.76
ENSG00000284087.1,MIR6844,25.81
ENSG00000147684.10,NDUFB9,45.43
ENSG00000170873.19,MTSS1,45.65
ENSG00000263735.1,MIR4662B,34.57
ENSG00000283609.1,MIR4662A,32.84
ENSG00000250428.1,MRS2P1,45.72
ENSG00000180938.6,ZNF572,39.85
ENSG00000104549.12,SQLE,37.59
ENSG00000164961.16,WASHC5,40.13
ENSG00000253167.1,WASHC5-AS1,39.69
ENSG00000156831.8,NSMCE2,39.89
ENSG00000242170.3,RN7SL329P,52.84
ENSG00000173334.4,TRIB1,51.3
ENSG00000206695.1,RNU6-442P,42.31
ENSG00000253651.1,SOD1P3,46.48
ENSG00000250563.1,KNOP1P5,51.31
ENSG00000248720.1,RFPL4AP5,44.99
ENSG00000207138.1,RNU6-869P,42.06
ENSG00000168672.4,LRATD2,50.65
ENSG00000212451.1,RNU11-4P,43.61
ENSG00000282961.1,PRNCR1,39.69
ENSG00000280997.1,CCAT2,44.06
ENSG00000249375.8,CASC11,44.86
ENSG00000136997.21,MYC,51.53
ENSG00000283710.1,MIR1204,52.24
ENSG00000221771.1,MIR1205,52.38
ENSG00000207110.1,RNVU1-32,50
ENSG00000283200.1,MIR1206,42.37
ENSG00000222501.1,RNU4-25P,45.65
ENSG00000221176.1,MIR1207,62.07
ENSG00000221261.1,MIR1208,58.9
ENSG00000201782.1,RN7SKP226,50
